"Name","Type of Institution","Old Name","Date Reregistered","Street Address","Area","State","Telephone","Fax","website","eMail","Postal Address","Country","Ownership Type","Comments","Date Licensed"
"Pumas Bureau De Change Limited","Bureau De Change","","","29, Usman El-Taiyib House, Fagge Takudu, Kano","","KAN","","","","","","NGN","Domestic","","",
"Purity Bureau De Change Limited","Bureau De Change","","","22, Okwei Street, Onitsha","","ANA","08036758781, 08022420055, 08054900887","","","","","NGN","Domestic","","",
"Qaran Express BDC Ltd ","Bureau De Change","","","NO POST OFFICE ROAD, KANO","","KAN","080-33482915, ","","","","","NGN","Domestic","","",
"Qhudbullmaktum Bureau De Change Limited","Bureau De Change","","","A4, Jan Gida Waju Fagge, Kano","","KAN","08032397890, 08023240404, 08054514594, 08035545656","","","","","NGN","Domestic","","",
"Quality Bureau De Change Limited","Bureau De Change","","","6, Taiwo Ishola Street, Off Llola Holloway Street, Omole Phase I, Ojodu - Lagos","","LAG","0803 575 5042","","","","","NGN","Domestic","","",
"Quattro Bureau De Change Limited","Bureau De Change","","","No. 14 Onisha Street, Off Gimbiya Street, Area 11, Abuja","","ABU","8038461212","","","","","NGN","Domestic","","",
"Queen Heritage Exchange BDC","Bureau De Change","","","23/25 Abibu Oki Street, Lagos Island, Lagos","","LAG","8033432571","","","","","NGN","Domestic","","",
"Queensbridge Bureau De Change","Bureau De Change","","","55, Opebi Road, Ikeja, Lagos","","LAG","0802 302 3459; 01 - 898 4415","","","","","NGN","Domestic","","",
"Quick Link Bureau De Change Limited","Bureau De Change","","","Suite 11, King George V Road, Onikan","","LAG","","","","","","NGN","Domestic","","",
"R & R BDC Ltd","Bureau De Change","","","BLK G, SUITE 70 OBI VILLAGE,MURTALA MOHAMMED AIRPORT RD.LAG","","LAG","","","","","","NGN","Domestic","","",
"Rabboni Bureau De Change","Bureau De Change","","","96/102 Broad Street, Mandilas House, 3RD Floor, Lagos","","LAG","0805 232 2534, 08065001522, 01-8915300","","","","","NGN","Domestic","","",
"Rabiu Dahiru Bureau De Change Limited","Bureau De Change","","","106, Kwari Market, Fatima House, IBB Way, Kano","","KAN","0803 291 9654, 064-324042, 960526","","","","","NGN","Domestic","","",
"Rago BDC Ltd","Bureau De Change","","","Hajj Camp Complex,Airport Road,Ikeja,lagos.","","LAG","8055569999","","","","","NGN","Domestic","","",
"Rahama Bureau De Change Limited","Bureau De Change","","","SUITE 311, 2ND FLOOR, FABADAL PLAZA, PLOT 2219, CONSTANTINE STREET, WUSE, ZONE 4, ABUJA","","ABU","","","","","","NGN","Domestic","","",
"Rahd BDC Ltd","Bureau De Change","","","13/17,Breadfruit/Abibu Oki Street,Broad Street,Lagos","","LAG","8033338794","","","","","NGN","Domestic","","",
"Rahma BDC Ltd","Bureau De Change","","","PLOT 2249 ADDIS ABABA CRESCENT,WUSE ZONE 4,ABUJA","","ABU","080-33078247","","","","","NGN","Domestic","","",
"Rajmahal BDC Ltd","Bureau De Change","","","No. 65E Bello Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Ralek Bureau De Change Limited","Bureau De Change","","","93, Broad Street, Lagos Island, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Ramsy BDC Ltd","Bureau De Change","","","No. 6, Bola Ige Close, Asokoro, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ranford Real BDC","Bureau De Change","","","Plot 2249, adis Ababa Crescent, Wuse Zone 4, Abuja","","KAN","","","","","","NGN","Domestic","","",
"Range Global BDC Ltd","Bureau De Change","","","18 BALOGUN STREET,MOSHALASHI, ALHAJA RD,AGEGE","","LAG","08033085801, 08055438757","","","","","NGN","Domestic","","",
"Raochild BDC Limited","Bureau De Change","","","Block 11, Flat 6,MKO Gardens,Ikeja,Lagos","","LAG","8024919195","","","","","NGN","Domestic","","",
"Rapid Bureau De Change Ltd","Bureau De Change","","","Suite 16 Mangal Plaza, Area 11, Garki, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Raudah BDC Ltd","Bureau De Change","","","No. 47 Gotso House, Abdullahi Fodio Road, sokoto","","SOK","","","","","","NGN","Domestic","","",
"Reach Top BDC Ltd","Bureau De Change","","","No.13/17 Breadfruit Street,Lagos Island,Lagos.","","LAG","8033338794","","","","","NGN","Domestic","","",
"Reading Bureau De Change","Bureau De Change","","","Plot 2B Oyinkan Abayomi Drive, Off Bourdilion Road, Ikoyi","","LAG","","","","","","NGN","Domestic","","",
"Real Masterpiece BDC","Bureau De Change","","","No. 4,Bashiru Oweh Street, off Medical Road, Ikeja,Lagos.","","LAG","8035229738","","","","","NGN","Domestic","","",
"Reality Show BDC Ltd","Bureau De Change","","","Zone A, Block 17, Suite 7, Aspanda Plaza, Trading Complex, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Realworth Bureau De Change Limited","Bureau De Change","","","160, Awolowo Road, Ikoyi, Lagos","","LAG","0803 307 0165; 0803 931 6299","","","","","NGN","Domestic","","",
"Reason BDC Ltd","Bureau De Change","","","Suite B, 203/205, Benue Plaza, Balogun, trade Fair Complex, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Reception BDC Ltd","Bureau De Change","","","No.150 Obafemi Awolowo Way Ikeja,Lagos","","LAG","8038991486","","","","","NGN","Domestic","","",
"Red Carpet BDC Ltd","Bureau De Change","","","No. 20, Okwei Street, Odoakpu, Onitsha","","ANA","","","","","","NGN","Domestic","","",
"Redemption Bureau De Change","Bureau De Change","","","Suite 12, Fabdal Plaza, Wuse Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Reed Bureau De Change Ltd","Bureau De Change","","","5, Adenuga Street, Opebi, Ikeja","","LAG","8035844899","","","","","NGN","Domestic","","",
"Rehoboth Bureau De Change Limited","Bureau De Change","","","8, Akerele Street, Surulere, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Rejoice BDC Ltd","Bureau De Change","","","NO 19 BIDA ROAD ONITSHA","","ANA","8063914915","","","","","NGN","Domestic","","",
"Relate Solutions Bureau De Change","Bureau De Change","","","Addis Ababa crescent, Wuse Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Reliance BDC Ltd","Bureau De Change","","","No.2B Ogalade Close,Victoria Island,Lagos","","LAG","8036010331","","","","","NGN","Domestic","","",
"Remas Bureau De Change","Bureau De Change","","","Plot 133, ikenegbu Layout, Owerri, Imo State","","IMO","","","","","","NGN","Domestic","","",
"Remod BDC Ltd ","Bureau De Change","","","NO 19 TINUBU STREET, LAGOS","","LAG","080-34004066, 08056155598, 08036289696","","","","","NGN","Domestic","","",
"Resolution BDC","Bureau De Change","","","SUITE 5,BLOCK B GROUND FLOOR,LAGOS STATE PRINTING CORPORATION COMPLEX,131 OBAFEMI AWOLOWO WAY IKEJA LAGOS","","LAG","","","","","","NGN","Domestic","","",
"Resourcery Bureau De Change Limited","Bureau De Change","","","H410, Ikota Shopping Complex, VGC, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Ressdiva BDC Ltd","Bureau De Change","","","No. 4, Otigba Street, (Binite Hotel), Ikeja, Lagos ","","LAG","01-2770115, 08036636849","","","","","NGN","Domestic","","",
"Revenue BDC ","Bureau De Change","","","71, Norman Williams Street, Ikoyi, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Rezemblance Bureau De Change Limited","Bureau De Change","","","Block A3, Shop No. 102, Sura Shopping Complex, Sura Market, Lagos. ","","LAG","0803 306 4559","","","","","NGN","Domestic","","",
"Rhad BDC Limited","Bureau De Change","","","13/17 Breaddfruit Street, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Rhema Link Investment BDC Limited","Bureau De Change","","","N0.6,Sokoto Street,Main Market,Onitsha,Anambra State.","","ANA","8033078247","","","","","NGN","Domestic","","",
"Rhemah Bureau De Change Limited","Bureau De Change","","","1, Mobolaji Ajibola Street, Thomas Estate, Ajah, V/I., Lagos","","LAG","","","","","","NGN","Domestic","","",
"Richgate BDC Ltd","Bureau De Change","","","PLOT 18B ABUJA CLINIC LAYOUT, OLD KARU","","ABU","","","","","","NGN","Domestic","","",
"Richy Cno Bureau De Change","Bureau De Change","","","No. 18 Sanni Adewale street, Balogun Market, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Rightage Bureau De Change Limited","Bureau De Change","","","No 22, Trans-Amadi Road, 2nd Floor, Wema Bank Building, Port_Harcourt","","RIV","0803 396 4438; 0803 306 7647; 0803 309 8988","","","","","NGN","Domestic","","",
"Rightpath BDC","Bureau De Change","","","No. 23/29 Abibu Oki Street, Lagos Island, Lagos","","LAG","08077786363,","","","","","NGN","Domestic","","",
"Rijiya Bureau De Change Limited","Bureau De Change","","","5, Sir Kashim Ibrahim Road, Opp. Lake Chad Hotel, Maiduguri","","BOR","076-235687; 235563","","","","","NGN","Domestic","","",
"Ril Bureau De Change Limited","Bureau De Change","","","Block J, Former N.A.A. Office, Arik Air, Murtala Muhammed Local Terminal One, Ikeja - Lagos","","LAG","0803 319 4099; 0802 304 7589; 01 - 8185681","","","","","NGN","Domestic","","",
"Rims Bureau De Change Limited","Bureau De Change","","","10, Vaal Street, Minister's Hill, Maitama , Abuja","","ABU","08036347357, 08054970001, 08032888518","","","","","NGN","Domestic","","",
"Risaben Bureau De Change Limited","Bureau De Change","","","5, WILLIAMS STREET, BESIDE AFRIBANK HQ, LAGOS ISLAND, LAGOS.","","LAG","08033078247; 08077112200","","","","","NGN","Domestic","","",
"Rising Star BDC Ltd","Bureau De Change","","","ZONE F, BLOCK 2 SHOP 122 ASPAMDA MARKET, TRADE FAIR COMPLEX BADAGRY WAY, LAGOS","","LAG","08033078247, 08077112200","","","","","NGN","Domestic","","",
"Rising Sun BDC Ltd","Bureau De Change","","","No. 21, Ogunlana Drive Surulere","","LAG","08032317209, 07043305558","","","","","NGN","Domestic","","",
"River Nile BDC Ltd","Bureau De Change","","","No. 43, Ibrahim Taiwo Road.","","KAN","080-24478788, 064-964644, 08033553106","","","","","NGN","Domestic","","",
"Riverdale Bureau De Change","Bureau De Change","","","30, Kitwe Street, Wuse Zone 4, Abuja","","ABU","0803 786 1201; 0804 419 8892; 0806 886 8893","","","","","NGN","Domestic","","",
"Rivergold Bureau De Change","Bureau De Change","","","5, Soji Adepegba Close, Off Allen Avenue, Ikeja","","LAG","","","","","","NGN","Domestic","","",
"Rizen Bureau De Change Limited","Bureau De Change","","","5th Floor, Suite 8, Investment House, 23/25, Broad Street - Lagos","","LAG","0803 373 0702","","","","","NGN","Domestic","","",
"Road Network BDC","Bureau De Change","","","No. 103, Zoo Road Amana House. ","","KAN","","","","","","NGN","Domestic","","",
"Robertson BDC Ltd","Bureau De Change","","","No.1,Agbareh Close,Off Allen Avnue Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Rock Star Bureau De Change Limited","Bureau De Change","","","13, Town Planning Way, Ilupeju - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Rockfinance Currency Issues Bureau De Change","Bureau De Change","","","23B RAYMOND NJOKU ST. OFF AWOLOWO ROAD SOUTH WEST, IKOYI LAGOS","","LAG","","","","","","NGN","Domestic","","",
"Roddiya BDC","Bureau De Change","","","Plot 2249, Addis Ababa Crescent, Zone 4, Abuja","","ABU","8023175039","","","","","NGN","Domestic","","",
"Rodneys Bureau De Change Limited","Bureau De Change","","","107B, Allen Avenue, Ikeja","","LAG","0803 307 8247; 0807 711 2200","","","","","NGN","Domestic","","",
"Rolaid Bureau De Change Limited","Bureau De Change","","","Block A, Suite 2A, Falomo Shopping Complex, Ikoyi, Lagos","","LAG","07028448081; 070282002612; 08029451166","","","","","NGN","Domestic","","",
"Rolex BDC Ltd","Bureau De Change","","","NO. 8 AFFINE LANE OFF WAHAB FOLAWIYO STREET.","","LAG","01-2630085, 08037038937","","","","","NGN","Domestic","","",
"Rollers Forex BDC Ltd","Bureau De Change","","","No.5 Kikiuyi Close,Wuse 2,Abuja","","ABU","8036010331","","","","","NGN","Domestic","","",
"Rolls BDC","Bureau De Change","","","No. 16 Ashton Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Rosine BDC Ltd","Bureau De Change","","","NO 16A IKORODU ROAD, JIBOWU. LAGOS","","LAG","8035414048","","","","","NGN","Domestic","","",
"Rosiyke BDC Ltd","Bureau De Change","","","COORPORATIVE HOUSE,BEESAM LOCAL AIRPORT RD.IKEJA LAGOS","","LAG","08058050014, 07025026299","","","","","NGN","Domestic","","",
"Rotak BDC","Bureau De Change","","","4th Floor,No.23/24 Abibu-Oki Street,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Rover Bureau De Change","Bureau De Change","","","No. 324 Akin Ogunlewe Street, V/I, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Roxy BDC","Bureau De Change","","","1B Lander Close GRA Apapa ","","LAG","","","","","","NGN","Domestic","","",
"Royal Home Ventures BDC","Bureau De Change","","","No. 99, Ibrahim Taiwo Road, Kano","","KAN","01-8721692","","","","","NGN","Domestic","","",
"RSL BDC Ltd","Bureau De Change","","","131  OBAFEMI AWOLOWO RD,IKEJA, LAGOS","","LAG","01-7758093, 2663286","","","","","NGN","Domestic","","",
"R-Square BDC","Bureau De Change","","","No. 14B, Kampala Crescent, Wuse 2, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ruach BDC","Bureau De Change","","","Plot 870, Cadastrial Zone B!!, Kaura District, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Rufaidah BDC Ltd","Bureau De Change","","","Bulasawa Petroleum, Na'ibawa Zaria Road, Near Sani Brothers, Kano","","KAN","","","","","","NGN","Domestic","","",
"Rumana Currency Bureau De Change Limited","Bureau De Change","","","7E/70E, Ibrahim Taiwo Road, Kano","","KAN","0961635606; 0961635645","","","","","NGN","Domestic","","",
"Rupse BDC Ltd","Bureau De Change","","","1st,Floor DO1/23-DO1/24 Imo Plaza,Trade - Fair Complex, Badagry Express,Lagos.","","LAG","8025018319","","","","","NGN","Domestic","","",
"Rushman BDC Ltd","Bureau De Change","","","NO. 15 GYADI-GYADI COURT ROAD, KANO","","KAN","","","","","","NGN","Domestic","","",
"Ruwan Sama BDC Limited","Bureau De Change","","","treet,Lagos Island,Lagos","","LAG","","","","","","NGN","Domestic","","",
"Ryback BDC Limited","Bureau De Change","","","Suite 25, Obi Village Murtala Muhammed Local Airport,Ikeja,Lagos.","","LAG","8055569999","","","","","NGN","Domestic","","",
"S & S Bureau De Change Ltd","Bureau De Change","","","No. 59C, Murtala Mohammed Way, Kano","","KAN","8058196403","","","","","NGN","Domestic","","",
"S. Aminu BDC Ltd","Bureau De Change","","","NO 59 MURTALA MOHAMMED WAY, WAPA","","KAN","","","","","","NGN","Domestic","","",
"S. Corp BDC Ltd","Bureau De Change","","","The Rock Plaza, Stockcorp, Suite 17, 2nd Floor, Howeidy Street, Kado, Abuja","","ABU","234-97804933, 07056441473","","","","","NGN","Domestic","","",
"S. Kwankwani Bureau De Change Limited","Bureau De Change","","","c/o Rabiu Saidu Mohammed, 21, Alasure Street, Sallare, Kano","","KAN","","","","","","NGN","Domestic","","",
"S.S.K/Naisa BDC Ltd","Bureau De Change","","","No.34 Unity Road,Kano","","KAN","8054514643","","","","","NGN","Domestic","","",
"Sa'a BDC Ltd","Bureau De Change","","","","","ABU","8033078247","","","","","NGN","Domestic","","",
"Saada-Fas International Bureau De Change Limited","Bureau De Change","","","No.1, Tanko shetima Road, opp No,561 Gidan Mu'azam, Wapa Fagge D2, Kano ","","KAN","","","","","","NGN","Domestic","","",
"Sabad & Sons BDC Limited","Bureau De Change","","","No.8,Rahama Plaza,Addis Ababa Cresent ,Wuse Zone 4,Abuja.","","ABU","","","","","","NGN","Domestic","","",
"Sabkon BDC Ltd","Bureau De Change","","","73 ADEBOLA STREET, OFF ADENIRAN ST. SURULERE","","LAG","","","","","","NGN","Domestic","","",
"Sables BDC Ltd","Bureau De Change","","","PLOT 1673 OYIN JOLAYEMI STREET, VICTORIA ISLAND","","LAG","01-2713856, 08022907022","","","","","NGN","Domestic","","",
"Sabon Sara BDC Ltd","Bureau De Change","","","NO 83  DUKAWUYA QTRS, KANO","","KAN","","","","","","NGN","Domestic","","",
"Sabon Zari BDC Ltd","Bureau De Change","","","No. 13, Addis Ababa Crescent, Wuse Zone 4, Abuja","","ABU","080-6788225","","","","","NGN","Domestic","","",
"Sabongarin Yaya Bureau De Change Limited","Bureau De Change","","","4, Sanni Adewale Street, 2nd Floor, Lagos Island","","LAG","0803 303 8189, 01-4741539, 01-7214722","","","","","NGN","Domestic","","",
"Sabza BDC","Bureau De Change","","","9, Sky Plaza Zoo Road,","","KAN","","","","","","NGN","Domestic","","",
"Sadob BDC Ltd","Bureau De Change","","","13/17 BREADFRIUT STR.LAGOS","","LAG","","","","","","NGN","Domestic","","",
"Sadom Clean BDC","Bureau De Change","","","No. 19, Bida Road, Onitsha","","ANA","","","","","","NGN","Domestic","","",
"Safe Forte Bureau De Change Limited","Bureau De Change","","","Suite A36, New Banex Plaza, Aminu Kano Street, Wuse II, Abuja","","ABU","08037865525, 08023321292, 07027863114","","","","","NGN","Domestic","","",
"Safe Trust BDC","Bureau De Change","","","SUITE 19, 2ND FLOOR ZONE 4 PLAZA, ADDIS ABABA CRESCENT, WUSE ZONE 4 ABUJA","","ABU","080-37277889","","","","","NGN","Domestic","","",
"Safe Way BDC Ltd","Bureau De Change","","","Suite 25,Shope 25, 2nd Floor,Zone 4 Plaza,Wuse,Abuja.","","ABU","8033407396","","","","","NGN","Domestic","","",
"Safegate BDC Ltd","Bureau De Change","","","4 FIRST BADAGRI OFF MARINA ROAD, GRA, APAPA LAGOS","","LAG","080-51053363","","","","","NGN","Domestic","","",
"Safeway Clean Exchange BDC Ltd","Bureau De Change","","","Shop 39 Obi Village, Ikeja, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Safex BDC Ltd","Bureau De Change","","","96/102 Broad Street,Lagos Island,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Sagalaxy BDC Ltd","Bureau De Change","","","3rd Floor,Asjay Plaza,Alaba International Market,Ojo,Lagos.","","LAG","8037271879","","","","","NGN","Domestic","","",
"Sagsan Bureau De Change Limited","Bureau De Change","","","Plot 9, 1st Floor, Flat 3, Zoo Road, Kano","","KAN","064-330310, 08023111461, 08026990369","","","","","NGN","Domestic","","",
"Sahad Bureau De Change Limited","Bureau De Change","","","Plot 2307, Ndola Square, Wuse, Zone 5, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sahal International Bureau De Change Limited","Bureau De Change","","","9, Kofo Abayomi Street, Apapa - Lagos","","LAG","8029762367","","","","","NGN","Domestic","","",
"Sahara BDC","Bureau De Change","","","1B Lander Close GRA Apapa ","","LAG","","","","","","NGN","Domestic","","",
"Saidawa Bureau De Change Limited","Bureau De Change","","","Shop 42, Hajj Camp Shopping Complex, MM Interl. Airport Road, Ikeja","","LAG","0803 332 0013, 01-7623342","","","","","NGN","Domestic","","",
"Sakinah Bureau De Change Limited","Bureau De Change","","","No. 70E Ibrahim Taiwa Road, Opp. E1-Duniya Building, Kano ","","KAN","8023784423","","","","","NGN","Domestic","","",
"Salasa BDC Limited","Bureau De Change","","","No.7, Club Road, Behind Hamdala Hotel, Kaduna","","KAD","8038778851","","","","","NGN","Domestic","","",
"Saloguru BDC","Bureau De Change","","","No. 59, Murtala Mohammed Way, Kano","","KAN","","","","","","NGN","Domestic","","",
"Salsabeel BDC Ltd","Bureau De Change","","","96/102, Board Street, Lagos Island,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Salwa Bureau De Change Ltd","Bureau De Change","","","132, Broad Street, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Saly BDC Ltd","Bureau De Change","","","No. 1, Bida Road, Onitsha, Anambra State","","ANA","","","","","","NGN","Domestic","","",
"Samfik Bureau De Change Limited","Bureau De Change","","","105, Court Road, Off Zoo Road, Kano","","KAN","8054254662","","","","","NGN","Domestic","","",
"Samimay Jus Bureau De Change Limited","Bureau De Change","","","Shop C112, Ramat Shopping Complex, Maiduguri","","BOR","08052337979, 080358802442, 08037720130,08023133799","","","","","NGN","Domestic","","",
"Sampaul BDC Ltd","Bureau De Change","","","No.47/57, Martins Street,Great Nigeria House,1st Floor,Lagos.","","LAG","8035398241","","","","","NGN","Domestic","","",
"Sanga Bureau De Change Ltd","Bureau De Change","","","3/5, Sulu Bolaji Street, Off Abibu Oki Street, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Sani Canji BDC Ltd","Bureau De Change","","","NO 473 TANKO SHETTIMA ROAD, KANO","","KAN","","","","","","NGN","Domestic","","",
"Sanma BDC Ltd","Bureau De Change","","","NO.59 MURTALA MOHID WAY, Kano","","KAN","08055002725, 08077789362","","","","","NGN","Domestic","","",
"Sanniphil BDC Limited","Bureau De Change","","","Oremeji Street Computer Village, Ikeja Lagos.","","LAG","805556999","","","","","NGN","Domestic","","",
"Santadaar BDC","Bureau De Change","","","50, Bobo Street, Off Gana Street, Maitam Abuja","","ABU","","","","","","NGN","Domestic","","",
"Santana BDC Ltd","Bureau De Change","","","No.181, Aba Road,Port Harcourt,River State.","","RIV","8036010331","","","","","NGN","Domestic","","",
"Sanusi Bureau De Change Ltd","Bureau De Change","","","9/7 Ndu Street, Jos ","","PLA","803787893","","","","","NGN","Domestic","","",
"Sanusi Dan Kane BDC Ltd","Bureau De Change","","","No. 28, Shop 109, Kwari Market, Kano","","KAN","","","","","","NGN","Domestic","","",
"Saphire Bureau De Change Limited","Bureau De Change","","","1, Engineering Close, Off Idowu Taylor Street, Victoria Island, Lagos or P.O. Box 71318, Victoria Island - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Satatima Bureau De Change Limited","Bureau De Change","","","No.105, Hausawa Zoo Road, Gidan Dan-Asabe, Kano","","KAN","","","","","","NGN","Domestic","","",
"Saudat Bare Bureau De Change Limited","Bureau De Change","","","3/4, Zoo Road, Kano","","KAN","0803787927, 08037873640","","","","","NGN","Domestic","","",
"Sauki Bureau De Change Limited","Bureau De Change","","","Suite 1, First Floor, Zone 4, Plaza, Wuse Zone 4, Abuja","","ABU","08052140287,  064916069","","","","","NGN","Domestic","","",
"Saulawu Bureau De Change Limited","Bureau De Change","","","50, Murtala Muhammed Way, Wapa Building, Kano","","KAN","064-647806; 08037882822","","","","","NGN","Domestic","","",
"Saumat BDC","Bureau De Change","","","No. 22B, Niger Street","","KAN","","","","","","NGN","Domestic","","",
"Say BDC Ltd","Bureau De Change","","","SUITE 14  OGBA SHOPPING COMPLEX ARCADE OGBA LAGOS","","LAG","08033311677, 01-7758977","","","","","NGN","Domestic","","",
"Sayid Investment Bureau De Change Limited","Bureau De Change","","","Block A, Suite 1, Former Nigeria Airways Compound, Opposite Arik House, MMA, Ikeja","","LAG","","","","","","NGN","Domestic","","",
"Sayuti Bureau De Change Limited","Bureau De Change","","","1A, Old Airport Road, Minna, Niger State","","NIG","8034433425","","","","","NGN","Domestic","","",
"Sazs Link Exchange BDC Limited","Bureau De Change","","","Shop 7 FAAN Shopping Complex,International Airport,Ikeja,Lagos.","","KAN","8033078247","","","","","NGN","Domestic","","",
"Scadi BDC Ltd","Bureau De Change","","","Ekeson Shopping Plaza, Utako, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sceo-Med Bureau De Change Limited","Bureau De Change","","","PLOT 2249, ADDIS ABABA CRESCENT, WUSE ZONE 4, ABUJA","","ABU","O833078247","","","","","NGN","Domestic","","",
"Score Card BDC Limited","Bureau De Change","","","No.8, Lateef Salami Street,Ajao Estate,Lagos.","","LAG","8157669489","","","","","NGN","Domestic","","",
"S-Corp BDC Ltd","Bureau De Change","","","SUITE 14, GOD'S OWN PLAZA,2 TAKUM CLOSE AREA II,GARKI. ABUJA","","ABU","234-97804933, 07056441473","","","","","NGN","Domestic","","",
"Sda Bureau De Change Ltd","Bureau De Change","","","Block A, Suite 57, LSPC Shopping Complex, Lagos","","LAG","8033324853","","","","","NGN","Domestic","","",
"Seabrook BDC Ltd","Bureau De Change","","","suite 31, Zone 4 Plaza, Wuse, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Seansgate Bureau De Change Limited","Bureau De Change","","","D21, HFP Shopping Complex, Dolphin Estate, Ikoyi - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Sebastian Bureau De Change Ltd","Bureau De Change","","","No. 82, Lafiaji Way, Dolphin Estate, Ikoyi, Lagos. Old Address: 3, Ibiyinka Olorunnibe Close, Off Saka Tinibu, Victoria Island, Lagos","","LAG","08027727646","","","","","NGN","Domestic","","",
"Secunda BDC Ltd","Bureau De Change","","","Plot 2249 Addis Ababa Cresent, Wuse Zone 4 Plaza, Abuja.","","ABU","","","","","","NGN","Domestic","","",
"Secure Fx BDC Ltd","Bureau De Change","","","NO. 10 MOBOLAJI BANK ANTHONY WAY, MARYLAND, LAGOS","","LAG","08035740689, 08051532475","","","","","NGN","Domestic","","",
"Seegnal Bureau De Change Limited","Bureau De Change","","","5, Kikuyu Close Off Nairobi Street Off Aminu Kano Crescent, Wuse 2, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Sele BDC","Bureau De Change","","","Swamaa House, East West Road, Suite 1U, Elenlenwo, Portharcourt.","","RIV","","","","","","NGN","Domestic","","",
"Sethwealth BDC Ltd","Bureau De Change","","","9A OKO AWO CLOSE,VICTORIA ISLAND","","LAG","8023361411","","","","","NGN","Domestic","","",
"Seven-Eleven BDC Limited","Bureau De Change","","","No.220,Wapa Illo Avenue,Kano.","","KAN","8076188157","","","","","NGN","Domestic","","",
"Seven-Ex BDC","Bureau De Change","","","No. 1, Barrow Road, Ikoyi, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Sha'ada Fas BDC","Bureau De Change","","","Kano","","KAN","","","","","","NGN","Domestic","","",
"Shabell BDC","Bureau De Change","","","No. 7 Festival Road, opposite Sani Abacha Stadium ","","KAN","8033482915","","","","","NGN","Domestic","","",
"Shadow Bureau De Change Limited","Bureau De Change","","","42, Zoo Road, Maitangaran House, Opp. Dangi Pharmacy, Kano","","KAN","08065262621, 07028300044, 08037011761, 064965066","","","","","NGN","Domestic","","",
"Shads Bureau De Change Ltd","Bureau De Change","","","","","KAN","","","","","","NGN","Domestic","","",
"Shaka Genesis BDC Limited","Bureau De Change","","","No.23 Calcuta Cresent,Apapa,Lagos","","LAG","","","","","","NGN","Domestic","","",
"Shala BDC Ltd","Bureau De Change","","","No. 18 Zaria Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Shamnur BDC","Bureau De Change","","","No.479, Tanko Shettima,Fagge Wappa, Kano.","","KAN","8033482915","","","","","NGN","Domestic","","",
"Shamsiyya BDC","Bureau De Change","","","No. 39 Gidan Sallau, Almaji Kwali Market, Kano.","","KAN","8054514643","","","","","NGN","Domestic","","",
"Sharakaji Bureau De Change Limited","Bureau De Change","","","4, Sani Adewale Street, Lagos Island","","LAG","0803 411 4457; 0802 259 4343","","","","","NGN","Domestic","","",
"Share View BDC","Bureau De Change","","","No. 60, Illo Road, Wapa Fagge D2, Kano.","","KAN","","","","","","NGN","Domestic","","",
"Shares Of Time BDC","Bureau De Change","","","No, 3 BUK Road, Kano","","KAN","7031167195","","","","","NGN","Domestic","","",
"Shariff Bureau De Change Limited","Bureau De Change","","","No. 20, Okwei Street, Onitsha, Anambra State. ","","ANA","08058196403","","","","","NGN","Domestic","","",
"Shatsari BDC Limited","Bureau De Change","","","No.215, Fagge, D2,Kano","","KAN","","","","","","NGN","Domestic","","",
"Shayna BDC","Bureau De Change","","","No. 7, Mohiba House, Wapa, Kano","","KAN","","","","","","NGN","Domestic","","",
"Shayya Bureau De Change Limited","Bureau De Change","","","Suite 3, 1st Floor, Wuse Zone 4 Plaza, Plot 2249, Addis Ababa Crescent, Abuja","","ABU","","","","","","NGN","Domestic","","",
